sku_id,total_comments,effective_comments,effective_ratio,avg_sentiment,std_sentiment,n_sentiment,pos_ratio,neg_ratio,avg_rating_norm,topic_top1_ratio,volume_factor,generated_name,brand_guess,model_guess,absa_comment_count,aspect_sentiment_mean,aspect_positive_ratio,aspect_negative_ratio,aspect_neutral_ratio,absa_confidence_mean,recommend_index_v2
1592994,36,34,0.9444444444444444,0.9398299657246646,0.1274602908803124,34,0.9705882352941176,0.0294117647058823,0.9926470588235294,0.1538461538461538,0.8090543174698372,手机（声音大、声音很大、适合老年人用、给老爸买的、老爸很喜欢、给爸爸买的）,,,36,0.8507620212104585,0.8611111111111112,0.0555555555555555,0.0833333333333333,0.8963690681589974,83.58
7437768,92,74,0.8043478260869565,0.9434232036205562,0.1589883415191704,74,0.9594594594594594,0.0405405405405405,0.9932432432432432,0.25,0.9824867603589634,小米 红米6a 手机,小米,红米6a,92,0.8601935761778251,0.8260869565217391,0.0543478260869565,0.1195652173913043,0.9017575684448949,83.34
26697273746,29,27,0.9310344827586208,0.8857551935232348,0.2695219904890787,27,0.8888888888888888,0.1111111111111111,1.0,0.1666666666666666,0.7582758140760842,华为 手机（手机不错、手机很漂亮、值得购买、支持国货、支持国产、相信华为）,华为,,29,0.8945720627390105,0.9310344827586208,0.0689655172413793,0.0,0.9596319876868148,83.31
6610412,90,76,0.8444444444444444,0.8938344263251087,0.2464157450162498,76,0.9210526315789472,0.0789473684210526,0.9539473684210528,0.1842105263157894,0.98847552195139,小米 l885 手机,小米,l885,90,0.8995059238539802,0.9,0.0555555555555555,0.0444444444444444,0.936361066169209,83.29
5089267,94,80,0.851063829787234,0.8822405645682011,0.2728685723500926,80,0.9,0.1,0.95,0.5964912280701754,1.0,小米6 手机,小米,小米6,94,0.7451419297685015,0.7127659574468085,0.1595744680851064,0.1276595744680851,0.8644739221385185,83.19
7534113,96,78,0.8125,0.9198108474986676,0.2165699205023429,78,0.935897435897436,0.0641025641025641,0.9871794871794872,0.1764705882352941,0.9943107085039692,vivo y83 手机,vivo,y83,96,0.8734601015845934,0.875,0.0729166666666666,0.0520833333333333,0.925736573835214,83.01
7283905,94,78,0.8297872340425532,0.9042694342609208,0.2127150728561125,78,0.9102564102564102,0.0897435897435897,0.9839743589743588,0.3695652173913043,0.9943107085039692,小米6x 手机,小米,小米6x,94,0.7878481320878292,0.7978723404255319,0.1382978723404255,0.0638297872340425,0.9076653471652496,82.88
6176077,67,64,0.9552238805970148,0.8759771171753528,0.295571167087458,64,0.890625,0.109375,0.95703125,0.1282051282051282,0.9499227600476798,小米 手机（运行速度快、实用、很好用、还不错、还可以吧、帮朋友买的）,小米,,67,0.8373260097717171,0.8507462686567164,0.1044776119402985,0.044776119402985,0.940385270474562,82.83
12764636413,38,36,0.9473684210526316,0.8448927449709218,0.296153519357648,36,0.8611111111111112,0.1388888888888889,0.9166666666666666,0.4230769230769231,0.8216997820545682,小米6 手机,小米,小米6,38,0.8409208576930197,0.8157894736842105,0.131578947368421,0.0526315789473684,0.9090417709789778,82.81
16290978197,24,22,0.9166666666666666,0.9125524805858732,0.2190388168237088,22,0.9545454545454546,0.0454545454545454,1.0,0.1333333333333333,0.7135124575500678,华为 手机（手机收到了、手机已收到、物流也很快、屏幕大、屏幕分辨率挺高的、也好看）,华为,,24,0.8990014716982841,0.9166666666666666,0.0416666666666666,0.0416666666666666,0.9373323147495588,82.7
8484451,78,67,0.8589743589743589,0.9255675863919418,0.2147274586994977,67,0.9402985074626866,0.0597014925373134,0.9776119402985076,0.1818181818181818,0.9601903575763702,小米 手机（2246、1号凌晨买的、5g）,小米,,78,0.8380962579678266,0.8205128205128205,0.0512820512820512,0.1282051282051282,0.8891460032035143,82.55
21845662740,23,23,1.0,0.8586351275444031,0.2455555857545099,23,0.8695652173913043,0.1304347826086956,0.9891304347826086,0.3076923076923077,0.7231973151785931,华为 note2 手机,华为,note2,23,0.7927609707998193,0.8260869565217391,0.1304347826086956,0.0434782608695652,0.9235116787578748,82.47
29002078202,29,28,0.9655172413793104,0.8903460287089858,0.2056762758964186,28,0.9285714285714286,0.0714285714285714,1.0,0.3125,0.7662611880276656,华为 手机（手机不错、手机很漂亮、值得购买、还不错、还可以吧、帮朋友买的）,华为,,29,0.7965125585424488,0.7586206896551724,0.1724137931034483,0.0689655172413793,0.9121793446869686,82.44
28409652238,21,21,1.0,0.9331726376410752,0.2144208588058603,21,0.9523809523809524,0.0476190476190476,1.0,0.1538461538461538,0.7033970230538988,小米 手机（手机收到了、手机已收到、物流也很快、给妈妈买的、给老妈买的、妈妈很喜欢）,小米,,21,0.8367495508421035,0.7619047619047619,0.0952380952380952,0.1428571428571428,0.8862157918158031,82.41
